V1,V2,V3
-48.33609390258778,-3.6427601362160556e-6,12.402797698974592
-34.42315673828115,-3.1006817035873183e-6,19.95140647888182
-28.323789596557525,-2.872897446599732e-6,25.318490982055646
-67.37056732177723,-4.429997937457816e-6,11.594632148742654
-22.23817825317374,-2.6474867687495563e-6,31.061613082885724
24.413562774658253,-6.750698126181798e-7,24.074850082397454
8.231324195861877,-1.35287950890595e-6,25.16922378540038
41.07323837280276,2.766418638047488e-8,21.920085906982415
33.017463684082074,-3.2834220727649305e-7,26.342832565307614
17.790273666381886,-9.692669360019178e-7,28.023372650146474
-16.509143829345618,-2.436532792735654e-6,36.72890853881834
-0.5164574384688629,-1.7433574792988776e-6,30.783697128295884
73.16647338867186,1.4555319856798654e-6,2.3008463382721005
48.57382583618167,3.2873352917530585e-7,24.14682579040527
-5.544578075408859,-1.9851697131531484e-6,37.63587570190428
70.8322525024414,1.316869714249884e-6,10.992418289184574
59.778560638427756,7.960644009647376e-7,23.80457305908203
-40.67244338989248,-3.333221516114281e-6,14.276415824890119
-43.22192797703977,8.041424200049756,8.656662979511129
-43.22192730860456,-8.041431024559596,8.656662902446843
-34.0841639621422,7.130813400565775,14.211798702076463
-34.08416336940058,-7.1308195187457315,14.211798633738935
-27.705742191063933,7.428417245397634,19.93954662067778
-27.705741573584326,-7.428422888269338,19.9395465494882
-53.83689153903219,8.775226540582615,11.51544956597407
-53.83689080960039,-8.775234274847055,11.515449481877454
-61.32470350683205,6.984251131613574,12.333371195881014
-61.324702926273176,-6.9842594961329905,12.333371128948043
-48.79101998981914,13.2361814370175,7.2203589119956435
-48.79101888957518,-13.236188710687548,7.220358785147874
-35.45435373662982,9.723076603369966,6.279076622823018
-35.45435292840905,-9.72308275942298,6.279076529642772
-42.3773237281255,13.894689077018015,1.7259250352987237
-42.37732257314382,-13.894695764900897,1.7259249021402092
-27.127178674146123,11.597317796862114,12.090333994169548
-27.127177710131043,-11.597323316419107,12.090333883027686
-20.424970951560944,7.813148330868161,26.830654181725404
-20.424970302100995,-7.813153434573714,26.830654106848787
-72.98387936701124,6.680522555626476,9.781259568754251
-72.98387881169944,-6.680531864844697,9.78125950473203
-55.819012383280636,16.723174919123878,10.448696216607118
-55.81901099318398,-16.723182807926868,10.448696056342062
0.7178953000754078,6.43236376037332,23.490219147032917
0.7178958347590176,-6.432367074587601,23.49021908538893
-19.509937759902815,11.393247036900748,18.690712029690726
-19.50993681285093,-11.393251986536724,18.69071192050456
-85.95684051516288,-5.1728501302712574e-6,5.411026000979569
-67.28483632972507,12.37417923102529,11.036393224881785
-67.28483530113407,-12.374188078544991,11.036393106294927
-49.50515071550372,21.033531350962797,4.336956601793542
-49.50514896711324,-21.033538656361365,4.336956400220583
41.375358197337405,9.244161650653101,20.960666700789425
41.37535896574862,-9.244161561016796,20.960666612198846
31.80062064658826,9.290382011307265,25.30563168209
31.80062141884152,-9.290382759200524,25.305631593056468
19.586139290521885,9.345879626619823,25.347042128522922
19.58614006738837,-9.345881390225852,25.34704203895753
73.97231250168782,10.239126775405914,-4.922395180276731
73.97231335280435,-10.2391237281341,-4.922395278402452
-82.42819245605902,7.63647720899254,6.159078157777044
-82.42819182128447,-7.636487268546504,6.159078084593515
-29.990517277725374,14.800251984287884,3.4723034614213604
-29.99051604746976,-14.800257659266766,3.472303319584471
10.183449299335962,10.72716777634292,22.827047399423876
10.183450191020604,-10.72717029738752,22.82704729662103
-4.8766373263349525,8.285718904698168,29.932640115386302
-4.8766366375931245,-8.285722745692437,29.932640035980853
-13.874761935867866,8.528154921965768,33.63678364071791
-13.874761226973765,-8.528159546418001,33.636783558989094
-13.229123615022779,12.017793320708748,24.588493404753677
-13.229122616056163,-12.017797804779502,24.58849328958223
-76.8380819096208,13.227414095450232,7.545837465725607
-76.83808081010552,-13.227423703621998,7.545837338961848
-56.37399775944543,24.65778527067272,8.82216846837254
-56.373995709792624,-24.657793190020577,8.822168232066872
-40.74055951431267,21.4148889283255,0.14307893643225106
-40.74055773422228,-21.414895464984994,0.14307873120458964
-21.366678939436888,16.878934259561703,9.514143070991164
-21.36667753639302,-16.878939275594504,9.514142909233417
24.782271795007397,13.085514380410245,20.343830171344493
24.78227288272707,-13.085515664145387,20.34383004594065
2.173972557956472,12.644722320631946,18.270837844403246
2.173973609035847,-12.64472546379185,18.27083772322369
71.5704952186126,9.307936133678686,5.758627459304246
71.5704959923249,-9.307933388416016,5.758627370102504
49.182796048723354,10.335124380145343,21.998592426231838
49.18279690781968,-10.335123651470841,21.998592327186124
-70.94679338818779,18.90306397798861,8.643472762086681
-70.94679181689008,-18.90307310697228,8.643472580930851
-50.12281157429085,29.125692507977746,3.481879135457092
-50.12280915324799,-29.125699856524133,3.4818788563336454
-3.4879366311058924,14.705952716513632,24.17334182156521
-3.4879354086888874,-14.705956386879883,24.17334168063203
-12.874250085930683,15.100766861976666,14.92720038974122
-12.874248830695137,-15.100771223960797,14.92720024502438
71.89677353416631,18.233636397041273,-7.205174835572921
71.89677504981805,-18.23363350041962,-7.205175010313294
43.53729941294843,16.768089443658635,17.923677524805733
43.537300806778205,-16.768089145208506,17.92367736411028
36.03702861397336,15.696657961630317,20.079301909320186
36.03702991874157,-15.696658307290543,20.079301758892697
-84.40107790662995,15.305386208855275,4.284219815160174
-84.40107663438539,-15.305396414435705,4.284219668482356
-65.08543496628621,24.21264216304707,8.736486550956343
-65.08543295363543,-24.212650805702864,8.736486318916658
17.818377774215154,16.22327138445258,21.983131486428523
17.8183791227576,-16.223273262764174,21.983131330954276
-42.15858585303186,30.275396825181133,2.0831579228570036
-42.15858333642106,-30.275403498305117,2.083157632715474
-31.82108402861273,23.092383342965725,1.2164026413220383
-31.821082109082404,-23.092389148489296,1.2164024200182662
-24.503329217815534,21.520903837920017,3.6837433415709038
-24.50332742891282,-21.52090905880845,3.683743135327264
-14.558577463194762,21.157138503950144,10.099132639220546
-14.55857570452969,-21.157142959672854,10.099132436463023
9.21047994558522,17.91101709502339,17.73445519446687
9.210481434419783,-17.911019648140623,17.734455022818263
70.3039543625114,17.217990307877898,1.586624704848487
70.3039557937386,-17.217987627913075,1.5866245398414647
68.95613046519082,12.421319286594212,12.348802626047606
68.95613149769983,-12.421316821804194,12.34880250700904
66.48329129977942,7.84845319107739,18.55923656409672
66.48329195217374,-7.848450991356672,18.559236488881798
57.26977493284182,11.014472705762824,22.507114463178485
57.26977584840823,-11.01447130974008,22.507114357622296
51.44449925882056,17.09884881801935,18.49550636855372
51.444500680144344,-17.098847867771617,18.495506204688468
-76.7709665147755,22.583228090280105,5.054473508328119
-76.77096463756801,-22.58323766899718,5.05447329190377
